                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    649,                0.60899,                0.40665,                 0.9625,                0.83916,                0.66667,                0.77091,                0.41516,                 1.7645,                  1.172,                 2.2877,              0.0013595,              0.0013595,              0.0013595
                    650,                0.61725,                0.42358,                0.97756,                0.91426,                0.72222,                0.79274,                0.40777,                 1.7822,                 1.1959,                 2.3287,              0.0013585,              0.0013585,              0.0013585
                    651,                0.59364,                0.38912,                0.96624,                0.92034,                0.72222,                0.81667,                0.37325,                 1.8085,                 1.2363,                 2.3993,              0.0013575,              0.0013575,              0.0013575
                    652,                0.58546,                0.40891,                0.94617,                0.91354,                0.66667,                0.81983,                0.40289,                 1.8235,                 1.3546,                   2.38,              0.0013565,              0.0013565,              0.0013565
                    653,                0.58743,                0.42654,                0.95501,                0.83393,                0.66667,                0.78743,                0.40874,                 1.7569,                  1.331,                 2.3157,              0.0013555,              0.0013555,              0.0013555
                    654,                0.63856,                0.40849,                0.95555,                0.80988,                0.71057,                0.77322,                0.39928,                 1.7758,                 1.3083,                 2.3695,              0.0013545,              0.0013545,              0.0013545
                    655,                0.58445,                0.40861,                0.96836,                0.79689,                0.72222,                0.78236,                0.40933,                 1.8382,                 1.3745,                 2.4454,              0.0013535,              0.0013535,              0.0013535
                    656,                0.51965,                0.34472,                0.93459,                0.86288,                0.72222,                0.83546,                0.41802,                 1.7999,                 1.2565,                  2.334,              0.0013525,              0.0013525,              0.0013525
                    657,                0.63691,                0.41746,                0.99923,                0.85564,                0.72222,                0.82174,                  0.425,                 1.7378,                 1.1079,                 2.2843,              0.0013515,              0.0013515,              0.0013515
                    658,                0.54871,                 0.3827,                0.94027,                0.84322,                0.77778,                0.83972,                0.39922,                 1.8382,                 1.0373,                 2.4301,              0.0013506,              0.0013506,              0.0013506
                    659,                0.64817,                0.39895,                0.95217,                0.92775,                0.71387,                0.81317,                0.39011,                 1.9083,                 1.0766,                 2.5174,              0.0013496,              0.0013496,              0.0013496
                    660,                0.54842,                0.36351,                0.91421,                0.87589,                0.78448,                0.81798,                0.38755,                 1.9097,                 1.0717,                 2.6153,              0.0013486,              0.0013486,              0.0013486
                    661,                0.57316,                0.37149,                0.96661,                0.86972,                 0.7426,                0.81163,                0.40133,                 1.8972,                 1.0765,                 2.6303,              0.0013476,              0.0013476,              0.0013476
                    662,                0.63224,                0.41858,                0.98945,                0.85333,                0.66667,                0.82356,                0.41634,                  1.837,                 1.2975,                 2.4452,              0.0013466,              0.0013466,              0.0013466
                    663,                0.56776,                0.37953,                0.94171,                0.93227,                0.76531,                0.84841,                0.39624,                 1.8767,                 1.2388,                 2.4707,              0.0013456,              0.0013456,              0.0013456
                    664,                0.60538,                0.38223,                 0.9196,                0.81021,                0.71203,                0.74205,                 0.3726,                 1.8845,                 1.3713,                 2.4517,              0.0013446,              0.0013446,              0.0013446
                    665,                0.54925,                 0.3409,                0.90167,                0.85646,                0.66319,                0.74552,                 0.3815,                 1.8352,                 1.3118,                 2.4196,              0.0013436,              0.0013436,              0.0013436
                    666,                0.61762,                0.42483,                0.95439,                0.84671,                0.66667,                0.72535,                0.40115,                 1.7458,                 1.2209,                 2.2516,              0.0013426,              0.0013426,              0.0013426
                    667,                0.50274,                0.35979,                0.91924,                0.87444,                0.77403,                0.80911,                0.42335,                 1.7612,                 1.1706,                 2.2581,              0.0013417,              0.0013417,              0.0013417
                    668,                0.55303,                 0.3684,                0.94425,                0.90661,                0.72222,                0.83553,                0.41753,                 1.8332,                 1.0508,                 2.3751,              0.0013407,              0.0013407,              0.0013407
                    669,                0.58661,                0.42892,                 0.9655,                0.90756,                0.72222,                0.88949,                0.40586,                 1.8005,                 1.0373,                  2.374,              0.0013397,              0.0013397,              0.0013397
                    670,                0.57811,                0.40481,                0.95264,                0.71075,                0.83333,                0.78587,                0.37584,                 1.8489,                 1.0245,                 2.4867,              0.0013387,              0.0013387,              0.0013387
                    671,                0.58013,                0.39091,                 0.9652,                0.77045,                0.77778,                0.79005,                 0.3863,                 1.8127,                 1.0396,                 2.4464,              0.0013377,              0.0013377,              0.0013377
                    672,                0.58288,                0.42966,                0.98854,                0.83885,                0.86825,                0.90968,                0.41699,                 1.7842,                 1.0082,                 2.3681,              0.0013367,              0.0013367,              0.0013367
                    673,                 0.5385,                0.37776,                 0.9344,                0.83906,                 0.8696,                0.91257,                0.44356,                 1.7505,                0.95272,                 2.3063,              0.0013357,              0.0013357,              0.0013357
                    674,                0.55239,                0.38645,                0.94784,                0.80885,                0.94054,                 0.9116,                0.41252,                 1.8048,                0.98391,                 2.2693,              0.0013347,              0.0013347,              0.0013347
                    675,                0.64023,                0.46554,                0.98893,                0.77195,                0.94444,                0.92068,                0.42478,                 1.7819,                0.97617,                 2.2548,              0.0013337,              0.0013337,              0.0013337
                    676,                0.58242,                0.40713,                0.94815,                0.81327,                0.83333,                0.92886,                0.42749,                 1.7351,                0.95727,                 2.2968,              0.0013327,              0.0013327,              0.0013327
                    677,                0.56083,                0.40221,                0.92329,                0.73026,                0.94444,                0.93076,                0.42526,                 1.7681,                0.96834,                 2.3591,              0.0013318,              0.0013318,              0.0013318
                    678,                0.55032,                0.36735,                0.94495,                0.79803,                0.88889,                0.88901,                0.41402,                 1.8707,                0.92011,                 2.5075,              0.0013308,              0.0013308,              0.0013308
                    679,                0.55731,                0.40144,                0.93725,                0.79413,                0.88889,                0.89416,                0.40394,                 1.8787,                0.89687,                 2.4954,              0.0013298,              0.0013298,              0.0013298
                    680,                0.58717,                0.41049,                0.98462,                0.84808,                0.94444,                0.90806,                0.43475,                 1.7939,                0.79583,                 2.3547,              0.0013288,              0.0013288,              0.0013288
                    681,                0.56575,                0.36229,                0.91835,                0.84733,                0.94444,                 0.9085,                0.43921,                 1.7675,                0.82875,                 2.3305,              0.0013278,              0.0013278,              0.0013278
                    682,                0.53939,                 0.4045,                0.93425,                0.74745,                0.82258,                  0.849,                0.44044,                 1.7744,                 0.9338,                 2.4213,              0.0013268,              0.0013268,              0.0013268
                    683,                0.60333,                0.44005,                0.97043,                0.80595,                0.72222,                0.78609,                0.40493,                 1.8758,                 0.9882,                 2.5719,              0.0013258,              0.0013258,              0.0013258
                    684,                0.54307,                0.36491,                0.94349,                0.92219,                0.65898,                0.81308,                0.37686,                 1.8608,                 1.0566,                    2.5,              0.0013248,              0.0013248,              0.0013248
                    685,                0.57156,                0.37114,                0.93732,                0.92271,                 0.6635,                0.79504,                0.38626,                  1.844,                 1.1319,                 2.4417,              0.0013238,              0.0013238,              0.0013238
                    686,                0.59572,                0.38527,                0.94253,                0.87233,                0.75996,                 0.8299,                  0.414,                  1.788,                 1.1405,                 2.3339,              0.0013228,              0.0013228,              0.0013228
                    687,                0.59236,                0.41037,                0.94473,                0.85275,                0.77778,                0.83625,                0.39763,                 1.8019,                 1.1185,                 2.3349,              0.0013219,              0.0013219,              0.0013219
                    688,                0.61124,                0.37942,                0.95397,                0.92814,                0.71785,                0.84117,                0.45659,                 1.7598,                 1.0135,                 2.2234,              0.0013209,              0.0013209,              0.0013209
                    689,                0.55666,                0.37399,                0.93184,                0.91675,                0.77778,                 0.8446,                0.46483,                 1.7521,                0.98412,                 2.2528,              0.0013199,              0.0013199,              0.0013199
                    690,                   0.57,                0.40185,                0.95465,                0.92305,                0.66667,                0.77304,                0.38868,                 1.8426,                 1.0144,                 2.3891,              0.0013189,              0.0013189,              0.0013189
                    691,                0.58875,                0.40177,                0.98634,                0.98659,                0.61111,                0.73956,                0.36713,                 1.9091,                 1.1107,                 2.5018,              0.0013179,              0.0013179,              0.0013179
                    692,                 0.6767,                0.42236,                0.97983,                0.81049,                0.72222,                0.78807,                0.39242,                 1.9099,                   1.16,                 2.6321,              0.0013169,              0.0013169,              0.0013169
                    693,                0.55408,                0.39839,                0.92213,                0.92802,                0.71665,                0.78671,                0.40965,                  1.878,                 1.1984,                  2.528,              0.0013159,              0.0013159,              0.0013159
                    694,                0.59186,                0.44127,                0.98146,                0.91808,                0.66667,                0.74994,                0.37867,                 1.8999,                 1.4264,                 2.4379,              0.0013149,              0.0013149,              0.0013149
                    695,                0.61778,                0.40617,                0.97274,                0.91704,                0.66667,                0.74549,                0.39125,                 1.8467,                 1.3858,                 2.3779,              0.0013139,              0.0013139,              0.0013139
                    696,                0.54385,                0.38579,                0.97233,                0.92616,                0.72222,                0.74861,                0.39422,                 1.8005,                 1.3216,                 2.3641,              0.0013129,              0.0013129,              0.0013129
                    697,                0.54855,                0.38885,                0.94066,                0.93282,                0.77177,                0.78979,                0.39945,                 1.7803,                 1.1479,                 2.3538,               0.001312,               0.001312,               0.001312
                    698,                0.56725,                0.39714,                0.96422,                0.93556,                0.80744,                0.87184,                0.40812,                  1.679,                 0.9556,                 2.3021,               0.001311,               0.001311,               0.001311
                    699,                 0.6018,                0.40347,                0.97176,                0.93664,                0.82191,                0.87197,                0.40485,                 1.6974,                 0.9313,                 2.3062,                0.00131,                0.00131,                0.00131
                    700,                0.52286,                0.35608,                0.92338,                0.85798,                0.83333,                0.85384,                0.40514,                 1.7313,                0.95784,                 2.3195,               0.001309,               0.001309,               0.001309
                    701,                0.52514,                0.33688,                0.91952,                0.93282,                0.77182,                0.84949,                0.42385,                 1.7647,                 1.0043,                 2.3397,               0.001308,               0.001308,               0.001308
                    702,                0.55814,                0.40722,                0.95315,                0.83329,                0.83333,                0.86717,                 0.4375,                 1.7817,                 1.0317,                 2.3637,               0.001307,               0.001307,               0.001307
                    703,                0.59372,                0.37187,                 0.9624,                0.83848,                0.83333,                0.88626,                0.44537,                 1.8103,                 1.0044,                 2.4304,               0.001306,               0.001306,               0.001306
                    704,                0.56504,                 0.4137,                 0.9286,                0.76178,                0.88829,                0.81872,                0.47096,                 1.8007,                0.96793,                 2.4317,               0.001305,               0.001305,               0.001305
                    705,                0.51309,                0.36986,                0.90024,                0.84431,                0.94444,                0.91136,                0.44151,                    1.8,                0.93958,                 2.4219,               0.001304,               0.001304,               0.001304
                    706,                 0.5422,                0.39109,                0.92325,                0.88788,                0.94444,                 0.9179,                0.45243,                  1.781,                 0.8801,                 2.4229,               0.001303,               0.001303,               0.001303
                    707,                0.57291,                0.39655,                0.99121,                0.84151,                0.88514,                0.85427,                0.45081,                 1.8003,                0.89155,                 2.4943,               0.001302,               0.001302,               0.001302
                    708,                 0.5558,                0.35943,                0.93869,                0.84095,                0.88159,                0.84206,                0.45109,                 1.7992,                 0.9145,                 2.5125,              0.0013011,              0.0013011,              0.0013011
                    709,                0.57139,                0.36288,                0.94678,                0.79581,                0.88889,                0.82316,                0.45788,                 1.7819,                0.93291,                  2.518,              0.0013001,              0.0013001,              0.0013001
                    710,                0.51924,                0.35063,                0.93601,                0.88454,                0.88889,                0.90683,                0.44819,                  1.759,                0.86162,                 2.4543,              0.0012991,              0.0012991,              0.0012991
                    711,                0.54175,                0.35825,                0.92135,                 0.8866,                0.94444,                 0.9395,                0.47539,                 1.7396,                0.86158,                 2.4052,              0.0012981,              0.0012981,              0.0012981
                    712,                0.56928,                0.39342,                0.95991,                0.88954,                0.94444,                0.93026,                0.45605,                 1.7518,                0.90294,                 2.4112,              0.0012971,              0.0012971,              0.0012971
                    713,                0.55189,                 0.3735,                0.92549,                0.89312,                0.92907,                0.92798,                0.43542,                  1.758,                0.96429,                 2.4696,              0.0012961,              0.0012961,              0.0012961
                    714,                0.56197,                0.39319,                0.94246,                0.88876,                0.88775,                0.92849,                 0.4121,                 1.8123,                 1.0607,                 2.5612,              0.0012951,              0.0012951,              0.0012951
                    715,                 0.5558,                0.36209,                0.93049,                0.88888,                0.88884,                0.93924,                0.42287,                 1.8306,                  1.001,                 2.5676,              0.0012941,              0.0012941,              0.0012941
                    716,                 0.5476,                0.37512,                0.94815,                0.83922,                0.88889,                0.88481,                0.41613,                 1.8758,                0.96836,                 2.5781,              0.0012931,              0.0012931,              0.0012931
                    717,                 0.5545,                0.35961,                0.91755,                0.80849,                0.72222,                0.82327,                0.42966,                 1.9075,                0.97743,                 2.6145,              0.0012922,              0.0012922,              0.0012922
                    718,                0.56733,                0.40341,                0.94227,                0.77496,                0.76579,                0.82047,                0.42316,                 1.8962,                0.96442,                 2.5897,              0.0012912,              0.0012912,              0.0012912
                    719,                0.56565,                0.37854,                0.92718,                 0.8677,                0.77778,                0.87679,                0.44175,                 1.8331,                0.99097,                 2.5011,              0.0012902,              0.0012902,              0.0012902
                    720,                0.53838,                 0.3917,                0.91902,                0.93484,                0.83333,                0.93682,                0.46019,                 1.8194,                0.98191,                 2.3915,              0.0012892,              0.0012892,              0.0012892
                    721,                 0.5239,                0.36428,                0.92015,                0.93741,                0.83209,                0.92711,                0.45795,                 1.8261,                0.98364,                 2.4014,              0.0012882,              0.0012882,              0.0012882
                    722,                0.51825,                0.36911,                0.93586,                0.86925,                0.77778,                0.83236,                0.41081,                 1.9292,                0.98741,                 2.6438,              0.0012872,              0.0012872,              0.0012872
                    723,                0.55808,                0.37346,                  0.914,                0.80531,                0.72222,                0.74773,                0.37574,                 2.0227,                 1.0672,                 2.8283,              0.0012862,              0.0012862,              0.0012862
                    724,                0.54097,                0.34436,                0.92401,                0.76016,                0.72222,                0.72834,                0.36046,                 2.0541,                 1.1102,                 2.9724,              0.0012852,              0.0012852,              0.0012852
                    725,                0.57829,                0.39269,                0.96384,                0.76025,                0.72222,                0.73854,                0.37938,                 2.0144,                 1.0864,                 2.9144,              0.0012842,              0.0012842,              0.0012842
                    726,                0.56905,                0.37636,                0.95206,                0.72874,                0.77778,                0.75735,                0.38593,                 1.9139,                 1.0826,                 2.6402,              0.0012832,              0.0012832,              0.0012832
                    727,                0.57981,                0.38237,                0.92997,                0.89832,                0.66667,                0.81043,                 0.3812,                 1.9065,                 1.0488,                 2.6048,              0.0012822,              0.0012822,              0.0012822
                    728,                0.48385,                0.34188,                0.90268,                0.89319,                0.66667,                0.81629,                0.39936,                 1.8845,                0.97832,                 2.4723,              0.0012813,              0.0012813,              0.0012813
                    729,                0.58781,                0.38914,                0.94414,                0.89933,                0.66667,                0.82235,                0.41065,                 1.8739,                0.97739,                 2.4424,              0.0012803,              0.0012803,              0.0012803
                    730,                0.58617,                0.39299,                0.94767,                0.83975,                0.77778,                0.85044,                0.39506,                 1.9299,                0.99534,                 2.5991,              0.0012793,              0.0012793,              0.0012793
                    731,                0.58937,                0.40989,                0.98486,                0.92728,                 0.7092,                0.86296,                0.38618,                 1.8711,                 1.0343,                 2.6218,              0.0012783,              0.0012783,              0.0012783
                    732,                0.63887,                0.39832,                0.97088,                0.65584,                0.77778,                 0.7139,                0.35951,                 1.8739,                 1.1284,                 2.6295,              0.0012773,              0.0012773,              0.0012773
                    733,                0.63692,                 0.4018,                0.98337,                0.68573,                0.77778,                0.71899,                0.37746,                 1.8529,                 1.0983,                 2.5647,              0.0012763,              0.0012763,              0.0012763
                    734,                0.58624,                 0.4009,                0.94845,                0.82353,                0.61111,                 0.7124,                0.39042,                 1.8579,                0.91997,                 2.5483,              0.0012753,              0.0012753,              0.0012753
                    735,                0.53985,                0.34302,                0.90422,                0.84769,                0.66667,                0.77374,                 0.3977,                 1.8411,                0.93495,                 2.4485,              0.0012743,              0.0012743,              0.0012743
                    736,                 0.6159,                0.39701,                 1.0145,                0.86795,                0.77778,                0.86641,                0.40552,                 1.8356,                0.93643,                 2.3202,              0.0012733,              0.0012733,              0.0012733
                    737,                0.56436,                0.38517,                0.95444,                0.87466,                0.77554,                0.82853,                0.39548,                 1.7943,                0.99728,                 2.3242,              0.0012724,              0.0012724,              0.0012724
                    738,                0.53876,                0.37973,                0.92559,                0.72671,                0.61111,                0.68048,                0.36107,                 1.7357,                 1.0672,                 2.3516,              0.0012714,              0.0012714,              0.0012714
                    739,                0.58505,                0.39082,                0.92882,                0.76202,                0.61111,                0.67926,                0.34766,                 1.7805,                 1.0599,                  2.454,              0.0012704,              0.0012704,              0.0012704
                    740,                0.61131,                0.41605,                0.98875,                0.86562,                0.71611,                0.82513,                0.34762,                 1.8277,                  1.029,                 2.5743,              0.0012694,              0.0012694,              0.0012694
                    741,                0.53331,                0.34858,                0.92671,                0.76571,                0.77778,                0.75292,                0.32163,                 1.8627,                0.98762,                 2.6505,              0.0012684,              0.0012684,              0.0012684
                    742,                 0.5413,                0.36889,                0.91024,                0.82641,                0.83333,                0.80327,                0.34605,                 1.9328,                 1.0368,                 2.7268,              0.0012674,              0.0012674,              0.0012674
                    743,                0.55883,                0.35504,                0.93339,                0.83306,                0.83176,                0.80569,                0.35892,                 1.9384,                 1.0492,                 2.7378,              0.0012664,              0.0012664,              0.0012664
                    744,                0.49695,                0.34108,                0.90361,                0.81072,                0.83333,                0.79348,                0.37047,                 1.8863,                 1.0195,                 2.6415,              0.0012654,              0.0012654,              0.0012654
                    745,                0.59764,                0.39029,                0.95484,                0.78555,                 0.8147,                0.80614,                0.37605,                 1.8996,                 1.0351,                 2.6238,              0.0012644,              0.0012644,              0.0012644
                    746,                0.54543,                0.37154,                 0.9391,                0.83587,                0.61111,                0.75497,                0.37708,                 1.8584,                 1.1402,                 2.4861,              0.0012634,              0.0012634,              0.0012634
                    747,                0.50144,                0.33671,                0.90712,                0.84346,                0.61111,                0.73704,                0.36819,                 1.8463,                 1.2069,                 2.4613,              0.0012624,              0.0012624,              0.0012624
                    748,                0.58411,                0.37051,                0.93587,                0.91467,                0.66667,                0.75241,                0.41832,                 1.7399,                 1.2606,                 2.3526,              0.0012615,              0.0012615,              0.0012615
                    749,                0.61188,                 0.4199,                   0.96,                0.91721,                0.66667,                0.78397,                  0.426,                 1.6914,                 1.1565,                 2.3332,              0.0012605,              0.0012605,              0.0012605
                    750,                0.53992,                0.35813,                0.90031,                0.77736,                0.77599,                0.81097,                0.42704,                 1.7308,                 1.1659,                 2.3842,              0.0012595,              0.0012595,              0.0012595
                    751,                0.55947,                0.38711,                0.95353,                0.79231,                0.72222,                0.81061,                0.42544,                 1.7618,                 1.2073,                 2.4225,              0.0012585,              0.0012585,              0.0012585
                    752,                0.58011,                0.37957,                0.94491,                0.77679,                0.77778,                0.80233,                0.43381,                 1.7335,                 1.2027,                 2.3605,              0.0012575,              0.0012575,              0.0012575
                    753,                0.56308,                0.35201,                0.97586,                 0.7373,                0.77969,                0.79901,                0.44285,                 1.6704,                  1.174,                 2.2649,              0.0012565,              0.0012565,              0.0012565
                    754,                0.54589,                0.35757,                0.93348,                 0.9735,                0.61111,                 0.8094,                0.45908,                   1.61,                 1.1002,                 2.1354,              0.0012555,              0.0012555,              0.0012555
                    755,                0.59218,                0.45869,                0.95405,                0.98006,                0.61111,                0.81585,                 0.4626,                  1.623,                 1.0818,                 2.1428,              0.0012545,              0.0012545,              0.0012545
                    756,                0.53725,                 0.3806,                0.91524,                 0.9684,                0.61111,                0.83569,                0.47434,                 1.6537,                 1.0267,                 2.2315,              0.0012535,              0.0012535,              0.0012535
                    757,                0.54446,                0.38387,                0.92187,                 0.9253,                0.72222,                0.90232,                0.47964,                 1.7014,                 1.0086,                 2.3306,              0.0012526,              0.0012526,              0.0012526
                    758,                0.56943,                0.41037,                0.94346,                0.86021,                0.77778,                0.85026,                0.44307,                 1.8015,                0.94357,                 2.4241,              0.0012516,              0.0012516,              0.0012516
                    759,                0.60052,                0.41734,                0.98069,                0.84871,                0.77778,                0.85353,                0.43598,                 1.8038,                0.95136,                 2.4459,              0.0012506,              0.0012506,              0.0012506
                    760,                0.60373,                0.40859,                0.96398,                0.85701,                0.72222,                0.83649,                0.49167,                 1.7201,                0.99877,                 2.3136,              0.0012496,              0.0012496,              0.0012496
                    761,                0.53718,                0.36616,                0.91371,                0.86666,                0.72218,                0.83817,                0.49074,                 1.7238,                 1.0478,                 2.2584,              0.0012486,              0.0012486,              0.0012486
                    762,                0.56696,                0.38472,                0.94308,                0.81234,                0.72151,                0.82122,                0.45992,                 1.7708,                 1.0424,                 2.2627,              0.0012476,              0.0012476,              0.0012476
                    763,                 0.5545,                0.38091,                 0.9419,                0.82256,                0.77288,                0.82235,                0.45546,                 1.7201,                 1.0589,                 2.2362,              0.0012466,              0.0012466,              0.0012466
                    764,                0.57946,                0.39824,                0.96272,                 0.8664,                0.72068,                0.83278,                0.47206,                   1.75,                 1.1371,                 2.3517,              0.0012456,              0.0012456,              0.0012456
                    765,                0.55816,                0.37207,                0.95808,                0.77776,                0.83333,                0.83425,                0.45413,                  1.751,                  1.098,                 2.3899,              0.0012446,              0.0012446,              0.0012446
                    766,                0.54907,                0.36176,                0.91905,                0.70795,                0.83333,                0.79289,                0.43133,                 1.8135,                 1.2421,                 2.3987,              0.0012436,              0.0012436,              0.0012436
                    767,                0.57371,                 0.3656,                0.94943,                0.91085,                0.72222,                0.83355,                0.41177,                 1.8484,                 1.1558,                 2.4215,              0.0012426,              0.0012426,              0.0012426
                    768,                 0.5629,                0.36545,                0.96462,                0.90732,                0.72222,                0.81386,                0.40679,                 1.8498,                 1.3534,                 2.3844,              0.0012417,              0.0012417,              0.0012417
                    769,                0.58528,                0.37243,                0.95941,                0.85827,                0.72222,                0.78707,                0.36905,                 1.8803,                 1.2115,                 2.4357,              0.0012407,              0.0012407,              0.0012407
                    770,                0.54013,                 0.3632,                0.91818,                0.75545,                0.72222,                0.74463,                0.36207,                 1.9405,                 1.2327,                 2.5282,              0.0012397,              0.0012397,              0.0012397
                    771,                0.54196,                0.38701,                 0.9521,                  0.812,                   0.72,                 0.7558,                0.36497,                 1.9318,                 1.2113,                   2.56,              0.0012387,              0.0012387,              0.0012387
                    772,                0.54855,                0.35562,                0.95227,                0.80731,                0.72222,                0.75366,                0.37377,                 1.8804,                 1.2856,                 2.6025,              0.0012377,              0.0012377,              0.0012377
                    773,                 0.5795,                0.37127,                0.96595,                0.85787,                0.72222,                 0.7645,                   0.37,                 1.8813,                 1.2509,                  2.656,              0.0012367,              0.0012367,              0.0012367
                    774,                 0.5651,                0.41874,                 0.9344,                0.81103,                 0.7157,                0.75216,                0.37145,                  1.807,                 1.1776,                 2.5552,              0.0012357,              0.0012357,              0.0012357
                    775,                0.55802,                0.38087,                0.94881,                0.86331,                0.72222,                0.79314,                0.39182,                 1.7978,                 1.0852,                 2.4898,              0.0012347,              0.0012347,              0.0012347
                    776,                0.50768,                0.35879,                 0.8983,                0.92441,                0.72222,                0.77098,                0.41636,                 1.7739,                 1.1694,                 2.3598,              0.0012337,              0.0012337,              0.0012337
                    777,                0.52756,                0.34908,                0.92119,                 0.9244,                0.72222,                0.78735,                0.40764,                 1.7779,                 1.1761,                 2.3729,              0.0012328,              0.0012328,              0.0012328
                    778,                0.62166,                0.41301,                 1.0008,                0.79677,                0.66667,                0.73566,                0.39329,                 1.7943,                 1.1005,                  2.461,              0.0012318,              0.0012318,              0.0012318
                    779,                0.58264,                0.37217,                0.93754,                0.92538,                0.72222,                0.82802,                0.40705,                 1.8529,                   1.04,                 2.5421,              0.0012308,              0.0012308,              0.0012308
                    780,                0.44983,                0.31926,                0.89642,                0.92624,                0.72222,                0.88511,                0.40473,                 1.8616,                0.95029,                 2.6342,              0.0012298,              0.0012298,              0.0012298
                    781,                0.58483,                0.39541,                0.93659,                0.83185,                0.82494,                0.89128,                0.39579,                 1.8618,                0.94822,                 2.6463,              0.0012288,              0.0012288,              0.0012288
                    782,                0.59901,                0.42703,                0.96014,                0.92725,                0.77778,                0.84517,                0.40082,                 1.8791,                 1.0831,                 2.5913,              0.0012278,              0.0012278,              0.0012278
